index,sentence,context,regex_matches,fuzzy_matches,semantic_score,semantic_best_seed,cluster_label,zero_shot_raw
13950,i,"524 i is  how  the  reverend  Coppinger,  he  visualises  the  hidebound 
homelies  of  creed  crux  ethics.",,transvestite(100); gender identity(100); cross dressing(100); hermaphrodite(100); two-spirit(100); changing sex(100); mannish(100); boy-girl(100); disguise(100); switching roles(100); wearing the other's clothes(100),,,3,
14089,"Of  course  it  was  down- 
right verry  wickred  of  him,  reely  meeting  me  disguised,  Bortolo 
mio,  peerfectly  appealling,  D.V.,  with  my  lovebirds,  my  colom- 
binas.","It's  rneemly  us  two,  meme  idoll. Of  course  it  was  down- 
right verry  wickred  of  him,  reely  meeting  me  disguised,  Bortolo 
mio,  peerfectly  appealling,  D.V.,  with  my  lovebirds,  my  colom- 
binas. Their  sinsitives  shrinked.",,disguise(100),,,4,
14155,I,528 I kalebrose.,,transvestite(100); gender identity(100); cross dressing(100); hermaphrodite(100); two-spirit(100); changing sex(100); mannish(100); boy-girl(100); disguise(100); switching roles(100); wearing the other's clothes(100),,,3,
14252,i,53^ i I,,transvestite(100); gender identity(100); cross dressing(100); hermaphrodite(100); two-spirit(100); changing sex(100); mannish(100); boy-girl(100); disguise(100); switching roles(100); wearing the other's clothes(100),,,3,
14253,I,i I I,,transvestite(100); gender identity(100); cross dressing(100); hermaphrodite(100); two-spirit(100); changing sex(100); mannish(100); boy-girl(100); disguise(100); switching roles(100); wearing the other's clothes(100),,,3,
14254,I,"I I such,  particularly  while  savouring  of  their  flavours  at  their  most 
perfect  best  when  served  with  heliotrope  ayelips,  as  this  is,  where 
I  do  drench  my  jolly  soul  on  the  pu  pure  beauty  of  hers  past.",,transvestite(100); gender identity(100); cross dressing(100); hermaphrodite(100); two-spirit(100); changing sex(100); mannish(100); boy-girl(100); disguise(100); switching roles(100); wearing the other's clothes(100),,,3,
14570,t,"1 t the  ballwearied  and  then,  doubling  megalopolitan  poleetness, 
my  great  great  greatest  of  these  charities,  devaleurised  the  base 
fellows  for  the  curtailment  of  their  lower  man:  with  a  slog  to 
square  leg  I  sent  my  boundary  to  Botany  Bay  and  I  ran  up  a 
score  and  four  of  mes  while  the  Yanks  were  buckling  the  Em- 
pire:",,transgender(100); transsexual(100); transvestite(100); gender identity(100); hermaphrodite(100); two-spirit(100); become other(100); switching roles(100); wearing the other's clothes(100),,,11,
14585,I,1 I I,,transvestite(100); gender identity(100); cross dressing(100); hermaphrodite(100); two-spirit(100); changing sex(100); mannish(100); boy-girl(100); disguise(100); switching roles(100); wearing the other's clothes(100),,,3,
14586,I,I I i,,transvestite(100); gender identity(100); cross dressing(100); hermaphrodite(100); two-spirit(100); changing sex(100); mannish(100); boy-girl(100); disguise(100); switching roles(100); wearing the other's clothes(100),,,3,
14587,i,"I i storied  semidetached  but  rarely  pay  tradesmen,  went  security 
for  friend  who  absconded,  shares  same  closet  with  fourteen  simi- 
lar cottages  and  an  illfamed  lodginghouse,  more  respectable  than 
some,  teawidow  pension  but  held  to  purchase,  inherited  silk  hat 
from  father-in-law,  head  of  domestic  economy  never  mentioned, 
queery  how  they  live,  reputed  to  procure,  last  four  occupants 
carried  out,  mental  companionship  with  mates  only,  respecta- 
bility unsuccessfully  aimed  at,  copious  holes  emitting  mice,  de- 
coration from  Uganda  chief  in  locked  ivory  casket,  grandmother 
has  advanced  alcoholic  amblyopia,  the  terror  of  Goodmen's 
Field,  and  respected  and  respectable,  as  respectable  as  respec- 
table can  respectably  be,  though  their  orable  amission  were  the 
herrors  I  could  have  expected,  all,  let  them  all  come,  they  are  my 
villeins,  with  chartularies  I  have  talledged  them.",,transvestite(100); gender identity(100); cross dressing(100); hermaphrodite(100); two-spirit(100); changing sex(100); mannish(100); boy-girl(100); disguise(100); switching roles(100); wearing the other's clothes(100),,,3,
14693,I,"f I interloopings,  fell  clocksure  off  my  ballast:  in  our  windtor  palast 
it  vampared  for  elenders,  we  lubded  Sur  Gudd  for  the  sleep  and 
the  ghoasts:  she  chauffed  her  fuesies  at  my  Wigan's  jewels  while 
she  skalded  her  mermeries  on  my  Snorryson's  Sagos:  in  pay- 
cook's  thronsaale  she  domineered,  lecking  icies  off  the  dormer 
panes  all  admired  her  in  camises:  on  Rideau  Row  Duanna  dwells, 
you  merk  well  what  you  see:  let  wellth  were  I  our  pantocreator 
would  theirs  be  tights  for  the  gods:  in  littleritt  reddinghats  and 
cindery  yellows  and  tinsel  and  glitter  and  bibs  under  hoods:",,transvestite(100); gender identity(100); cross dressing(100); hermaphrodite(100); two-spirit(100); changing sex(100); mannish(100); boy-girl(100); disguise(100); switching roles(100); wearing the other's clothes(100),,,3,
14735,i,"1 i book  and  ruling  rod,  vein  of  my  vergin  page,  her  chastener  ever 
I  did  learn  my  little  ana  countrymouse  in  alphabeater  cameltem- 
per,  from  alderbirk  to  tannenyou,  with  myraw  rattan  atter  dun- 
drum;  ooah,  oyir,  oyir,  oyir:  and  I  did  spread  before  my  Livvy, 
where  Lord  street  lolls  and  ladies  linger  and  Cammomile  Pass 
cuts  Primrose  Rise  and  Coney  Bend  bounds  Mulbreys  Island  but 
never  a  blid  had  bledded  or  bludded  since  long  agore  when  the 
whole  blighty  acre  was  bladey  well  pessovered,  my  selvage  mats 
of  lecheworked  lawn,  my  carpet  gardens  of  Guerdon  City,  with 
chopes  pyramidous  and  mousselimes  and  beaconphires  and  colos- 
sets  and  pensilled  turisses  for  the  busspleaches  of  the  summira- 
mies  and  esplanadas  and  statuesques  and  templeogues,  the  Par- 
donell  of  Maynooth,  Fra  Teobaldo,  Nielsen,  rare  admirable,  Jean 
de  Porteleau,  Conall  Gretecloke,  Guglielmus  Caulis  and  the  eiligh 
ediculous  Passivucant  (glorietta's  inexcellsiored!",,transvestite(100); gender identity(100); cross dressing(100); hermaphrodite(100); two-spirit(100); changing sex(100); mannish(100); boy-girl(100); disguise(100); switching roles(100); wearing the other's clothes(100),,,3,
14778,i,556 i I,,transvestite(100); gender identity(100); cross dressing(100); hermaphrodite(100); two-spirit(100); changing sex(100); mannish(100); boy-girl(100); disguise(100); switching roles(100); wearing the other's clothes(100),,,3,
14779,I,i I I,,transvestite(100); gender identity(100); cross dressing(100); hermaphrodite(100); two-spirit(100); changing sex(100); mannish(100); boy-girl(100); disguise(100); switching roles(100); wearing the other's clothes(100),,,3,
14780,I,I I !,,transvestite(100); gender identity(100); cross dressing(100); hermaphrodite(100); two-spirit(100); changing sex(100); mannish(100); boy-girl(100); disguise(100); switching roles(100); wearing the other's clothes(100),,,3,
14782,I,"! I cramp  for  Hemself  and  Co,  Esquara,  or  them  four  hoarsemen  on 
their  apolkaloops,  Norreys,  Soothbys,  Yates  and  Welks,  and, 
galorybit  of  the  sanes  in  hevel,  there  was  a  crick  up  the  stirkiss 
and  when  she  ruz  the  cankle  to  see,  galohery,  downand  she  went 
on  her  knees  to  blessersef  that  were  knogging  together  like  milk- 
juggles  as  if  it  was  the  wrake  of  the  hapspurus  or  old  Kong 
Gander  O'Toole  of  the  Mountains  or  his  googoo  goosth  she 
seein,  sliving  off  over  the  sawdust  lobby  out  of  the  backroom,  wan 
ter,  that  was  everywans  in  turruns,  in  his  honeymoon  trim,  holding 
up  his  fingerhals,  with  the  clookey  in  his  fisstball,  tocher  of  davy's, 
tocher  of  ivileagh,  for  her  to  whisht,  you  sowbelly,  and  the 
whites  of  his  pious  eyebulbs  swering  her  to  silence  and  coort;",,transvestite(100); gender identity(100); cross dressing(100); hermaphrodite(100); two-spirit(100); changing sex(100); mannish(100); boy-girl(100); disguise(100); switching roles(100); wearing the other's clothes(100),,,3,
14804,I,558 I I,,transvestite(100); gender identity(100); cross dressing(100); hermaphrodite(100); two-spirit(100); changing sex(100); mannish(100); boy-girl(100); disguise(100); switching roles(100); wearing the other's clothes(100),,,3,
14805,I,I I I,,transvestite(100); gender identity(100); cross dressing(100); hermaphrodite(100); two-spirit(100); changing sex(100); mannish(100); boy-girl(100); disguise(100); switching roles(100); wearing the other's clothes(100),,,3,
14806,I,I I skirts  of  city.,,transvestite(100); gender identity(100); cross dressing(100); hermaphrodite(100); two-spirit(100); changing sex(100); mannish(100); boy-girl(100); disguise(100); switching roles(100); wearing the other's clothes(100),,,3,
15078,L,"564 L the  pederestians,  do  not  fail  to  point  to  yourself  a  depression 
called  HoU  Hollow.",,transsexual(100); genderless(100); sexless(100); ladyman(100); boy-girl(100); switching roles(100); wearing the other's clothes(100),,,9,
15127,SI,"Parolas  infanetes. SI Sonly  all  in  your  imagination,  dim.",,cross dressing(100),,,0,
15181,I,"566 I leary  obelisk  via  the  rock  vhat  myles  knox  furlongs;  to  the 
general's  postoffice  howsands  of  patience;  to  the  Wellington 
memorial  half  a  league  wrongwards;  to  Sara's  bridge  good  hun- 
ter and  nine  to  meet  her:  to  the  point,  one  yeoman's  yard.",,transvestite(100); gender identity(100); cross dressing(100); hermaphrodite(100); two-spirit(100); changing sex(100); mannish(100); boy-girl(100); disguise(100); switching roles(100); wearing the other's clothes(100),,,3,
15250,r,"568 r what  brilliant  bridgecloths  and  joking  up  with  his  tonguespitz 
to  the  crimosing  balkonladies,  here's  a  help  undo  their  modest 
stays  with  a  fullbelow  may  the  funnyfeelbelong.",,transgender(100); transsexual(100); transvestite(100); gender identity(100); cross-dress(100); cross dressing(100); born a woman(100); born a man(100); androgyne(100); androgyny(100); hermaphrodite(100); two-spirit(100); gendered(100); genderless(100); boy-girl(100); dressed as a man(100); dressed as a woman(100); become other(100); switching roles(100); wearing the other's clothes(100),,,7,
15276,Sing:,"Unjoin t  him 
this  bittern,  frust  me  this  chicken,  display  yon  crane,  thigh  her 
her  pigeon,  unlace  allay  rabbit  and  pheasant! Sing: Old  Finncoole, 
he's  a  mellow  old  saoul  when  he  swills  with  his  fuddlers  free!",,cross dressing(89),,,2,
15447,I,"572 I Marinuzza,  Indra  and  lodina,  has  been  tenderly  debauched 
(in  Halliday's  view),  by  Honuphrius,  and  Magravius  knows 
from  spies  that  Anita  has  formerly  committed  double  sacrilege 
with  Michael,  vulgo  Cerularius,  a  perpetual  curate,  who  wishes 
to  seduce  Eugenius.",,transvestite(100); gender identity(100); cross dressing(100); hermaphrodite(100); two-spirit(100); changing sex(100); mannish(100); boy-girl(100); disguise(100); switching roles(100); wearing the other's clothes(100),,,3,
15452,"affirm  ex  cathedris  Gerontes  Cambronses)  for  carnal  hygiene 
whenever  he  has  rendered  himself  impotent  to  consummate  by 
subdolence.","Michael,  who  has  formerly  debauched  Anita,  dispen- 
ses her  from  yielding  to  Honuphrius  who  pretends  publicly  to 
possess  his  conjunct  in  thirtynine  several  manners  {turpiter! affirm  ex  cathedris  Gerontes  Cambronses)  for  carnal  hygiene 
whenever  he  has  rendered  himself  impotent  to  consummate  by 
subdolence. Anita  is  disturbed  but  Michael  comminates  that 
he  will  reserve  her  case  tomorrow  for  the  ordinary  Guglielmus 
even  if  she  should  practise  a  pious  fraud  during  afFrication 
which,  from  experience,  she  knows  (according  to  Wadding), 
to  be  leading  to  nullity.",,gendered(88),,,2,
15467,"The  fund  trustee,  one  Jucundus  Fecundus  Xero  Pecun- 
dus  Coppercheap,  counterclaimed  that  payment  was  invalid 
having  been  tendered  to  creditor  under  cover  of  a  crossed  cheque, 
signed  in  the  ordinary  course,  in  the  name  of  Wieldhelm,  Hurls 
Cross,  voucher  copy  provided,  and  drawn  by  the  senior  partner 
only  by  whom  the  lodgment  of  the  species  had  been  effected  but 
in  their  joint  names.","The  defence  alleged  that  payment  had  been  made 
effective. The  fund  trustee,  one  Jucundus  Fecundus  Xero  Pecun- 
dus  Coppercheap,  counterclaimed  that  payment  was  invalid 
having  been  tendered  to  creditor  under  cover  of  a  crossed  cheque, 
signed  in  the  ordinary  course,  in  the  name  of  Wieldhelm,  Hurls 
Cross,  voucher  copy  provided,  and  drawn  by  the  senior  partner 
only  by  whom  the  lodgment  of  the  species  had  been  effected  but 
in  their  joint  names. The  bank  particularised,  the  national  misery 
(now  almost  entirely  in  the  hands  of  the  four  chief  bondholders 
for  value  in  Tangos),  declined  to  pay  the  draft,  though  there 
were  ample  reserves  to  meet  the  liability,  whereupon  the  trusty 
Coppercheap  negociated  it  for  and  on  behalf  of  the  fund  of  the 
thing  to  a  client  of  his,  a  notary,  from  whom,  on  consideration,  he 
received  in  exchange  legal  relief  as  between  trusthee  and  bethrust, 
with  thanks.",,gendered(88),,,5,
15473,I,574 I r,,transvestite(100); gender identity(100); cross dressing(100); hermaphrodite(100); two-spirit(100); changing sex(100); mannish(100); boy-girl(100); disguise(100); switching roles(100); wearing the other's clothes(100),,,3,
15474,r,I r I,,transgender(100); transsexual(100); transvestite(100); gender identity(100); cross-dress(100); cross dressing(100); born a woman(100); born a man(100); androgyne(100); androgyny(100); hermaphrodite(100); two-spirit(100); gendered(100); genderless(100); boy-girl(100); dressed as a man(100); dressed as a woman(100); become other(100); switching roles(100); wearing the other's clothes(100),,,7,
15475,I,"r I ancient  moratorium,  dating  back  to  the  times  of  the  early  barters, 
and  only  the  junior  partner  Barren  could  be  found,  who  entered  an 
appearance  and  turned  up,  upon  a  notice  of  motion  and  after  service 
of  the  motion  by  interlocutory  injunction,  among  the  male  jurors 
to  be  an  absolete  turfwoman,  originally  from  the  proletarian  class, 
with  still  a  good  title  to  her  sexname  of  Ann  Doyle,  2  Coppinger's 
Cottages,  the  Doyle's  country.",,transvestite(100); gender identity(100); cross dressing(100); hermaphrodite(100); two-spirit(100); changing sex(100); mannish(100); boy-girl(100); disguise(100); switching roles(100); wearing the other's clothes(100),,,3,
15499,I,576 I i,,transvestite(100); gender identity(100); cross dressing(100); hermaphrodite(100); two-spirit(100); changing sex(100); mannish(100); boy-girl(100); disguise(100); switching roles(100); wearing the other's clothes(100),,,3,
15500,i,I i r,,transvestite(100); gender identity(100); cross dressing(100); hermaphrodite(100); two-spirit(100); changing sex(100); mannish(100); boy-girl(100); disguise(100); switching roles(100); wearing the other's clothes(100),,,3,
15501,r,i r I,,transgender(100); transsexual(100); transvestite(100); gender identity(100); cross-dress(100); cross dressing(100); born a woman(100); born a man(100); androgyne(100); androgyny(100); hermaphrodite(100); two-spirit(100); gendered(100); genderless(100); boy-girl(100); dressed as a man(100); dressed as a woman(100); become other(100); switching roles(100); wearing the other's clothes(100),,,7,
15502,I,r I I,,transvestite(100); gender identity(100); cross dressing(100); hermaphrodite(100); two-spirit(100); changing sex(100); mannish(100); boy-girl(100); disguise(100); switching roles(100); wearing the other's clothes(100),,,3,
15503,I,"I I mandragon  mor  and  weak  wifFeyducky,  Morionmale  and  Thry- 
dacianmad,  basilisk  glorious  with  his  weeniequeenie,  tigernack 
and  swansgrace,  he  as  hale  as  his  ardouries,  she  as  verve  as  her 
veines;  this  prime  white  arsenic  with  bissemate  alloyed,  martial 
sin  with  peccadilly,  free  to  lease  hold  with  first  mortgage,  dow- 
ser dour  and  dipper  douce,  stop-that-war  and  feel-this-feather, 
norsebloodheartened  and  landsmoolwashable,  great  gas  with 
fun-in-the-corner,  grand  slam  with  fall-of-the-trick,  solomn  one 
and  shebby,  cod  and  coney,  cash  and  carry,  in  all  we  dreamed 
the  part  we  dreaded,  corsair  coupled  with  his  dame,  royal  biber 
but  constant  lymph,  boniface  and  bonnyfeatures,  nazil  hose  and 
river  mouth,  bang-the-change  and  batter-the-bolster,  big  smoke 
and  lickleyroesthy,  humanity's  fahrman  by  society  leader,  voguener 
and  trulley,  bumpered  and  elf,  Urloughmoor  with  Miryburrow, 
leaks  and  awfully,  basal  curse  yet  grace  abunda.",,transvestite(100); gender identity(100); cross dressing(100); hermaphrodite(100); two-spirit(100); changing sex(100); mannish(100); boy-girl(100); disguise(100); switching roles(100); wearing the other's clothes(100),,,3,
15605,i,"[i i Anyhow  (the  matter  is  a  troublous  and  a  peniloose)  have  they 
not  called  him  at  many's  their  mock  indignation  meeting,  veh- 
men's  vengeance  vective  volleying,  inwader  and  uitlander,  the 
notables,  crashing  libels  in  their  suUivan's  mounted  beards  about 
him,  their  right  renownsable  patriarch?",,transvestite(100); gender identity(100); cross dressing(100); hermaphrodite(100); two-spirit(100); changing sex(100); mannish(100); boy-girl(100); disguise(100); switching roles(100); wearing the other's clothes(100),,,3,
15608,"Use  they  not,  our  noesmall  termtraders,  to  abhors  offrom 
him,  the  yet  unregendered  thunderslog,  whose  sbrogue  cunneth 
none  lordmade  undersiding,  how  betwixt  wifely  rule  and  mens 
conscia  recti^  then  hemale  man  all  unbracing  to  omniwomen,  but 
now  shedropping  his  hitches  like  any  maidavale  oppersite  orse- 
riders  in  an  idinhole?","Heinz  cans  everywhere 
and  the  swanee  her  ainsell  and  Eyrewaker's  family  sock  that  they 
smuggled  to  life  betune  them,  roaring  (Big  Reilly  was  the  worst): 
free  boose  for  the  man  from  the  nark,  sure,  he  never  was  worth 
a  cornerwall  fark,  and  his  banishee's  bedpan  she's  a  quareold  bite 
of  a  tark:  as  they  wendelled  their  zingaway  wivewards  from  his 
find  me  cooFs  moist  opulent  vinery,  highjacking  through  the 
nagginneck  pass,  as  they  hauled  home  with  their  hogsheads, 
axpoxtelating,  and  claiming  cowled  consollation,  sursumcordial, 
from  the  bluefunkfires  of  the  dipper  and  the  martian's  frost? Use  they  not,  our  noesmall  termtraders,  to  abhors  offrom 
him,  the  yet  unregendered  thunderslog,  whose  sbrogue  cunneth 
none  lordmade  undersiding,  how  betwixt  wifely  rule  and  mens 
conscia  recti^  then  hemale  man  all  unbracing  to  omniwomen,  but 
now  shedropping  his  hitches  like  any  maidavale  oppersite  orse- 
riders  in  an  idinhole? Ah,  dearo!",,gendered(100),,,5,
15737,I,"584 I hear  fond  tiplady  his  weekreations,  appearing  in  next  eon's  issue 
of  the  Neptune's  Centinel  and  Tritonville  Lightowler  with  well 
the  widest  circulation  round  the  whole  universe.",,transvestite(100); gender identity(100); cross dressing(100); hermaphrodite(100); two-spirit(100); changing sex(100); mannish(100); boy-girl(100); disguise(100); switching roles(100); wearing the other's clothes(100),,,3,
15788,I,586 I waker  oats  for  him  on  livery.,,transvestite(100); gender identity(100); cross dressing(100); hermaphrodite(100); two-spirit(100); changing sex(100); mannish(100); boy-girl(100); disguise(100); switching roles(100); wearing the other's clothes(100),,,3,
15910,I,111 I i,,transvestite(100); gender identity(100); cross dressing(100); hermaphrodite(100); two-spirit(100); changing sex(100); mannish(100); boy-girl(100); disguise(100); switching roles(100); wearing the other's clothes(100),,,3,
15911,i,I i i,,transvestite(100); gender identity(100); cross dressing(100); hermaphrodite(100); two-spirit(100); changing sex(100); mannish(100); boy-girl(100); disguise(100); switching roles(100); wearing the other's clothes(100),,,3,
15912,i,i i 1,,transvestite(100); gender identity(100); cross dressing(100); hermaphrodite(100); two-spirit(100); changing sex(100); mannish(100); boy-girl(100); disguise(100); switching roles(100); wearing the other's clothes(100),,,3,
15914,I,1 I 4,,transvestite(100); gender identity(100); cross dressing(100); hermaphrodite(100); two-spirit(100); changing sex(100); mannish(100); boy-girl(100); disguise(100); switching roles(100); wearing the other's clothes(100),,,3,
16028,"at  hand;  for  which  thetheatron  is  a  lemoronage;  at  milch- 
goat  fairmesse;  in  full  dogdhis;  sod  on  a  fall;  pat;  the  hundering 
blundering  dunderfunder  of  plundersundered  manhood;  behold, 
he  returns;  renascenent;  fincarnate;  still  foretold  around  the  hearth- 
side;  at  matin  a  fact;  hailed  chimers'  ersekind;  foe  purmanant, 
fum  in  his  mow;  awike  in  wave  risurging  into  chrest;  victis  poenis 
hesternis;  fostfath  of  solas;  fram  choicest  of  wiles  with  warmen 
and  sogns  til  Banba,  burial  aranging;  under  articles  thirtynine  of 
the  reconstitution;  by  the  lord*s  order  of  the  canon  consecrand- 
able;  earthlost  that  we  thought  him;  pesternost,  the  noneknown 
worrier;  from  Tumbarumba  mountain;  in  persence  of  whole 
landslots;  forebe  all  the  rassias;  sire  of  leery  subs  of  dub;  the  Dig- 
gins,  Woodenhenge,  as  to  hang  out  at;  with  spawnish  oel  full  his 
angalach;  the  sousenugh;  gnomeosulphidosalamermauderman;  the 
big  brucer,  fert  in  fort;","595 at  hand;  for  which  thetheatron  is  a  lemoronage;  at  milch- 
goat  fairmesse;  in  full  dogdhis;  sod  on  a  fall;  pat;  the  hundering 
blundering  dunderfunder  of  plundersundered  manhood;  behold, 
he  returns;  renascenent;  fincarnate;  still  foretold  around  the  hearth- 
side;  at  matin  a  fact;  hailed  chimers'  ersekind;  foe  purmanant, 
fum  in  his  mow;  awike  in  wave  risurging  into  chrest;  victis  poenis 
hesternis;  fostfath  of  solas;  fram  choicest  of  wiles  with  warmen 
and  sogns  til  Banba,  burial  aranging;  under  articles  thirtynine  of 
the  reconstitution;  by  the  lord*s  order  of  the  canon  consecrand- 
able;  earthlost  that  we  thought  him;  pesternost,  the  noneknown 
worrier;  from  Tumbarumba  mountain;  in  persence  of  whole 
landslots;  forebe  all  the  rassias;  sire  of  leery  subs  of  dub;  the  Dig- 
gins,  Woodenhenge,  as  to  hang  out  at;  with  spawnish  oel  full  his 
angalach;  the  sousenugh;  gnomeosulphidosalamermauderman;  the 
big  brucer,  fert  in  fort; Gunnar,  of  The  Gunnings,  Gund;  one 
of  the  two  or  three  forefivest  fellows  a  bloke  could  in  holiday 
crowd  encounter;  benedicted  be  the  barrel;  kilderkins,  lids  off;  a 
roache,  an  oxmaster,  a  sort  of  heaps,  a  pamphilius,  a  vintivat 
niviceny,  a  hygiennic  contrivance  socalled  from  the  editor;  the 
thick  of  your  thigh;  you  knox;  quite;  talking  to  the  vicar's  joy 
and  ruth;  the  gren,  woid  and  glue  been  broking  by  the  maybole 
gards;  he;  when  no  crane  in  Elga  is  heard;  upout  to  speak  this 
lay;  without  links,  without  impediments,  with  gygantogyres, 
with  freeflawforms;parasama  to  himself;  atman  as  evars;  whom 
otherwise  becauses;  no  puler  as  of  old  but  as  of  young  a  palatin; 
whitelock  not  lacked  nor  temperasoleon;  though  he  appears  a 
funny  colour;stoatters  some;  but  a  quite  a  big  bug  after  the 
dahlias;  place  inspectorum  sarchent;  also  the  huUow  chyst  ex- 
cavement;  astronomically  fabulafigured;  as  Jambudvispa  Vipra 
foresaw  of  him;  the  last  half  versicle  repurchasing  his  pawned 
word;  sorensplit  and  paddypatched;  and  pfor  to  pfinish  our  pfun 
of  a  pfan  coalding  the  keddle  mickwhite;  sure,  straight,  slim, 
sturdy,  serene,  synthetical,  swift.",manhood,,,,5,
16168,I,600 I I,,transvestite(100); gender identity(100); cross dressing(100); hermaphrodite(100); two-spirit(100); changing sex(100); mannish(100); boy-girl(100); disguise(100); switching roles(100); wearing the other's clothes(100),,,3,
16169,I,I I is  sure  he  means  bisnisgels  to  empalmover.,,transvestite(100); gender identity(100); cross dressing(100); hermaphrodite(100); two-spirit(100); changing sex(100); mannish(100); boy-girl(100); disguise(100); switching roles(100); wearing the other's clothes(100),,,3,
16250,I,"602 I he'd  lust  in  Wooming  but  with  that  smeoil  like  a  grace  of  backon- 
ing  over  his  egglips  of  the  sunsoonshine.",,transvestite(100); gender identity(100); cross dressing(100); hermaphrodite(100); two-spirit(100); changing sex(100); mannish(100); boy-girl(100); disguise(100); switching roles(100); wearing the other's clothes(100),,,3,
16318,T,"604 T fond  of  stones,  friend  of  gnewgnawns  bones  and  leaving  all  the 
messy  messy  to  look  after  our  douche  douche,  the  miracles, 
death  and  life  are  these.",,transgender(100); transsexual(100); transvestite(100); gender identity(100); hermaphrodite(100); two-spirit(100); become other(100); switching roles(100); wearing the other's clothes(100),,,11,
16323,"water,  perpetually  chaste,  so  that,  well  understanding,  she  should 
fill  to  midheight  his  tubbathaltar,  which  hanbathtub,  most  blessed 
Kevin,  ninthly  enthroned,  in  the  concentric  centre  of  the  trans- 
lated water,  whereamid,  when  violet  vesper  vailed.","605 water,  perpetually  chaste,  so  that,  well  understanding,  she  should 
fill  to  midheight  his  tubbathaltar,  which  hanbathtub,  most  blessed 
Kevin,  ninthly  enthroned,  in  the  concentric  centre  of  the  trans- 
lated water,  whereamid,  when  violet  vesper  vailed. Saint  Kevin, 
Hydrophilos,  having  girded  his  sable  cappa  magna  as  high  as  to 
his  cherubical  loins,  at  solemn  compline  sat  in  his  sate  of  wis- 
dom, that  handbathtub,  where verafter,  recreated  doctor  insularis 
of  the  universal  church,  keeper  of  the  door  of  meditation,  memory 
extempore  proposing  and  intellect  formally  considering,  recluse, 
he  meditated  continuously  with  seraphic  ardour  the  primal  sacra- 
ment of  baptism  or  the  regeneration  of  all  man  by  affusion  of 
water.",trans,,,,2,
16608,r,614 r !,,transgender(100); transsexual(100); transvestite(100); gender identity(100); cross-dress(100); cross dressing(100); born a woman(100); born a man(100); androgyne(100); androgyny(100); hermaphrodite(100); two-spirit(100); gendered(100); genderless(100); boy-girl(100); dressed as a man(100); dressed as a woman(100); become other(100); switching roles(100); wearing the other's clothes(100),,,7,
16926,And,"Look,  there  are  yours  off"",  high  on  high ! And 621",,androgyne(100); androgyny(100),,,0,
17297,r,f r A,,transgender(100); transsexual(100); transvestite(100); gender identity(100); cross-dress(100); cross dressing(100); born a woman(100); born a man(100); androgyne(100); androgyny(100); hermaphrodite(100); two-spirit(100); gendered(100); genderless(100); boy-girl(100); dressed as a man(100); dressed as a woman(100); become other(100); switching roles(100); wearing the other's clothes(100),,,7,
17298,A,r A 2  i,,transgender(100); transsexual(100); transvestite(100); sex change(100); become a woman(100); become a man(100); born a woman(100); born a man(100); manhood(100); womanhood(100); androgyne(100); androgyny(100); hermaphrodite(100); changing sex(100); ladyman(100); mannish(100); woman-man(100); man-woman(100); dressed as a man(100); dressed as a woman(100); changed sex(100); wearing the other's clothes(100),,,10,
